WMSize,DurLevel,TPresent,NT,gap,NSub,curDur,repDur,presentColorDeg,respColorDeg,WMRP,WMTestTime,repWaitTime
1,3,2,177,2,3,1.1,1.2620146,5.532693729,1.919862177,2,0.6256348,0.75032
3,2,1,178,2,3,0.8,1.0460472,5.480333851,5.480333851,1,0.7850814,0.6651859
1,4,2,179,2,3,1.4,1.5660658,1.745329252,3.193952531,2,1.0649184,0.578426
3,1,2,180,2,3,0.5,0.5102624,4.276056667,4.64257581,2,0.9522308,0.4589392
3,3,2,181,2,3,1.1,1.1898001,5.148721293,5.585053606,1,1.0930613,0.6752009
3,2,2,182,2,3,0.8,1.0778711,2.21656815,5.323254219,2,0.8867522,0.5221958
1,2,1,183,2,3,0.8,0.8298747,4.956735076,4.956735076,1,0.7978793,0.6361484
1,4,2,184,2,3,1.4,1.1579902,0.523598776,0.750491578,1,0.5283655,0.7026277
5,3,1,185,2,3,1.1,1.0458795,0.942477796,0.942477796,2,0.9391197,0.3840143
3,2,1,186,2,3,0.8,1.1900006,0.383972435,0.383972435,1,0.809016,0.4461624
1,5,2,187,2,3,1.7,1.4140407,3.612831552,1.064650844,2,1.0054846,2.1013019
3,4,2,188,2,3,1.4,1.1979444,3.804817769,1.012290966,2,2.4421873,1.8059886
5,3,2,189,2,3,1.1,1.2860741,5.340707511,2.408554368,2,0.9023684,0.605484
5,5,1,190,2,3,1.7,1.5659473,3.054326191,3.054326191,2,1.7763408,0.7112233
5,1,2,191,2,3,0.5,0.6860067,3.211405824,3.996803987,2,1.0786506,0.6141123
1,1,1,192,2,3,0.5,0.5499609,0.453785606,0.453785606,1,1.0606967,0.4483205
3,5,1,193,2,3,1.7,1.7739823,0.575958653,0.575958653,1,1.3769983,0.887058
3,4,1,194,2,3,1.4,1.0779366,1.954768762,1.954768762,1,0.8666907,0.4431576
5,2,2,195,2,3,0.8,1.0139582,1.466076572,2.757620218,2,2.596759,0.9926667
1,5,1,196,2,3,1.7,1.5418621,3.892084232,3.892084232,1,0.585005,0.7941762
1,3,1,197,2,3,1.1,1.1740617,4.415683008,4.415683008,1,0.7355433,0.5102703
5,4,1,198,2,3,1.4,1.2540271,1.064650844,1.064650844,2,1.1640792,0.4268624
5,5,2,199,2,3,1.7,0.9899723,3.752457892,0.541052068,1,2.4180147,0.7221542
3,1,1,200,2,3,0.5,0.4060582,3.071779484,3.071779484,1,1.3131949,0.6222199
3,3,1,201,2,3,1.1,1.1420008,1.169370599,1.169370599,1,0.7708128,0.5377038
3,5,2,202,2,3,1.7,1.8779638,1.850049007,3.560471674,2,1.4857485,0.5128796
3,1,2,203,2,3,0.5,0.541941,1.762782545,3.193952531,2,0.8779442,0.8075847
1,3,2,204,2,3,1.1,1.1659967,1.623156204,4.817108736,2,0.6110011,0.4556561
1,2,2,205,2,3,0.8,0.7420797,3.560471674,5.550147021,2,0.8550513,0.874965
5,2,1,206,2,3,0.8,0.8779034,1.134464014,1.134464014,2,0.8545984,1.2138393
1,4,1,207,2,3,1.4,1.350097,3.560471674,3.560471674,1,0.6117903,0.5973342
5,4,2,208,2,3,1.4,1.4940322,1.343903524,4.537856055,2,1.1537114,0.4762289
1,1,2,209,2,3,0.5,0.7178785,4.101523742,4.78220215,2,0.6298624,0.8564218
5,1,1,210,2,3,0.5,0.4619683,4.747295565,4.747295565,1,1.4759705,0.7849648
5,2,2,211,1,3,0.8,0.7260482,5.305800926,2.792526803,2,0.8886183,1.0350935
1,4,1,212,1,3,1.4,0.9579565,0.541052068,0.541052068,1,0.6563548,0.686085
1,1,1,213,1,3,0.5,0.6778614,5.532693729,5.532693729,2,1.5098683,0.7463878
3,4,2,214,1,3,1.4,1.1258505,0.663225116,0.663225116,2,1.1662357,0.6825119
1,1,2,215,1,3,0.5,0.5898143,3.316125579,3.019419606,1,0.5760997,1.2122854
5,3,2,216,1,3,1.1,1.1979931,3.857177647,0.959931089,2,0.9336531,0.5097441
3,5,1,217,1,3,1.7,1.5820993,4.974188368,4.974188368,1,1.9233125,0.7650356
3,5,2,218,1,3,1.7,1.3420541,2.181661565,5.637413484,2,0.7086307,1.5314698
5,4,2,219,1,3,1.4,1.5019448,2.268928028,2.373647783,1,0.9409518,0.7050932
3,4,1,220,1,3,1.4,1.5418448,2.14675498,2.14675498,1,0.6662054,0.5042132
5,4,1,221,1,3,1.4,1.2780169,2.268928028,2.268928028,1,1.5085607,0.5200206
1,2,2,222,1,3,0.8,0.9578715,2.670353756,0.506145483,2,0.5291952,0.7369473
5,3,1,223,1,3,1.1,1.1659461,0.488692191,0.488692191,1,1.3406422,1.0407366
3,2,2,224,1,3,0.8,0.6621065,4.64257581,4.188790205,2,1.1697984,0.5836837
3,2,1,225,1,3,0.8,0.6620063,3.926990817,3.926990817,1,0.8540301,0.5873994
1,4,2,226,1,3,1.4,1.4298971,1.448623279,4.991641661,2,0.8210043,0.4681519
5,1,1,227,1,3,0.5,0.5020053,2.687807048,2.687807048,1,0.7336299,0.4813296
3,3,2,228,1,3,1.1,0.8139948,2.373647783,1.466076572,2,0.7812057,0.8849846
1,5,2,229,1,3,1.7,1.5419094,1.535889742,0.907571211,2,2.0873326,0.4506416
1,5,1,230,1,3,1.7,1.5180254,3.438298626,3.438298626,1,0.913314,0.5688202
3,1,2,231,1,3,0.5,0.7898876,1.239183769,6.021385919,2,0.5958278,0.6577694
3,1,1,232,1,3,0.5,0.5740234,4.625122518,4.625122518,1,0.9859114,0.4968803
1,3,1,233,1,3,1.1,1.0780107,3.036872898,3.036872898,1,0.5465458,1.7433715
5,5,2,234,1,3,1.7,1.5340699,2.321287905,4.188790205,2,1.0196819,0.5217422
5,5,1,235,1,3,1.7,1.2459894,5.637413484,5.637413484,1,1.5106293,0.8878425
1,2,1,236,1,3,0.8,0.8939192,5.113814708,5.113814708,1,1.2705055,0.7230198
5,2,1,237,1,3,0.8,0.6379944,3.926990817,3.926990817,2,0.8754806,0.6926608
1,3,2,238,1,3,1.1,1.1341439,3.333578871,5.358160804,2,0.9306765,0.6291361
5,1,2,239,1,3,0.5,0.5180419,4.241150082,4.625122518,2,0.7329573,0.5142666
3,3,1,240,1,3,1.1,0.8459737,4.188790205,4.188790205,1,1.1661504,1.2203686
5,2,1,241,2,3,0.8,0.9818074,1.884955592,1.884955592,1,0.5852758,0.5796146
3,2,2,242,2,3,0.8,0.8539864,5.026548246,6.038839212,2,0.9127823,0.8986091
3,4,2,243,2,3,1.4,1.4700276,0.698131701,5.637413484,2,0.832603,0.5491272
3,1,1,244,2,3,0.5,0.6860244,1.692969374,1.692969374,1,1.0974533,0.4839231
1,2,1,245,2,3,0.8,0.8940351,1.500983157,1.500983157,1,0.4994963,0.4781615
5,3,2,246,2,3,1.1,0.9659404,4.607669225,1.221730476,1,1.0336481,0.4125742
5,4,2,247,2,3,1.4,1.1900715,2.897246558,3.630284844,2,0.9971236,0.4170166
5,1,1,248,2,3,0.5,0.5019954,0.698131701,0.698131701,1,0.9122352,0.4498694
1,4,2,249,2,3,1.4,1.7498927,4.852015321,2.35619449,1,4.3685138,0.6605677
1,4,1,250,2,3,1.4,1.686036,5.340707511,5.340707511,1,0.7796115,0.6109949
3,3,2,251,2,3,1.1,1.3419996,2.565634,6.213372137,2,0.8888192,0.5771959
5,1,2,252,2,3,0.5,0.6780071,1.570796327,4.50294947,2,0.9862983,0.417829
3,2,1,253,2,3,0.8,0.8059883,5.969026042,5.969026042,1,0.8122734,0.6835639
3,1,2,254,2,3,0.5,0.4861116,5.637413484,4.817108736,2,0.9083382,0.7285642
3,3,1,255,2,3,1.1,0.9498697,5.218534463,5.218534463,1,1.1864844,0.4127286
5,5,2,256,2,3,1.7,1.0219515,3.961897402,5.026548246,2,1.0388248,0.5198466
5,2,2,257,2,3,0.8,0.9901108,1.483529864,6.038839212,2,2.4803049,0.670104
5,5,1,258,2,3,1.7,1.5499655,1.448623279,1.448623279,1,1.2268118,0.54621
1,2,2,259,2,3,0.8,0.9260955,3.089232776,4.939281783,2,0.719339,0.6664911
3,4,1,260,2,3,1.4,1.1339161,4.450589593,4.450589593,1,1.0254168,0.4194053
3,5,1,261,2,3,1.7,1.4219188,1.151917306,1.151917306,1,0.7826867,0.4533242
1,5,2,262,2,3,1.7,1.7019316,5.323254219,1.658062789,2,0.7811419,0.588296
1,1,2,263,2,3,0.5,0.5339749,5.811946409,3.054326191,2,0.6071105,0.6583016
1,3,1,264,2,3,1.1,1.1579625,5.846852994,5.846852994,1,0.782494,0.4754159
1,5,1,265,2,3,1.7,1.573844,6.143558967,6.143558967,1,2.955271,0.9560106
5,3,1,266,2,3,1.1,0.6458564,0.942477796,0.942477796,1,1.2686624,0.5938422
1,1,1,267,2,3,0.5,0.5258198,3.368485456,3.368485456,1,0.6673182,0.4628416
1,3,2,268,2,3,1.1,1.0860716,3.159045946,2.949606436,1,0.4621459,0.4053509
3,5,2,269,2,3,1.7,1.1740391,1.500983157,5.113814708,2,1.9897853,0.4085692
5,4,1,270,2,3,1.4,1.1579296,2.687807048,2.687807048,1,1.2042355,0.6233594
5,2,1,271,2,3,0.8,0.8378347,2.879793266,2.879793266,1,0.8201406,0.5597537
3,4,1,272,2,3,1.4,1.0541347,2.879793266,2.879793266,1,0.8504959,0.4920241
5,3,1,273,2,3,1.1,1.1339727,0.122173048,0.122173048,1,1.0425014,1.0453699
1,4,1,274,2,3,1.4,1.0538567,2.234021443,2.234021443,1,0.4700394,0.5457248
1,2,1,275,2,3,0.8,0.8858497,0.733038286,0.733038286,1,0.4826352,0.6520668
3,5,2,276,2,3,1.7,1.1739101,5.951572749,1.256637061,2,0.8864772,0.6841747
1,3,2,277,2,3,1.1,1.181896,4.852015321,0.855211333,2,0.6101672,0.463833
5,4,1,278,2,3,1.4,1.6060806,0.785398163,0.785398163,2,1.5844919,0.3545661
1,5,1,279,2,3,1.7,1.6218974,5.270894341,5.270894341,1,0.6501883,0.5820852
5,1,1,280,2,3,0.5,0.5578523,4.64257581,4.64257581,1,0.8301869,0.5168366
1,2,2,281,2,3,0.8,0.7899446,1.745329252,5.358160804,2,0.560319,0.8618824
3,4,2,282,2,3,1.4,1.0940209,1.239183769,3.874630939,2,0.7843563,0.4666305
3,2,2,283,2,3,0.8,0.7580548,5.689773362,2.548180708,2,0.8778337,0.4497192
5,3,2,284,2,3,1.1,1.1099594,0.06981317,2.757620218,2,0.9486177,0.6714485
1,3,1,285,2,3,1.1,1.141953,0.523598776,0.523598776,1,0.6976926,0.4033412
3,3,2,286,2,3,1.1,1.2778626,5.305800926,4.625122518,2,1.0866281,0.5304911
1,5,2,287,2,3,1.7,1.2779554,5.969026042,0.017453293,1,0.817244,0.6000794
3,1,1,288,2,3,0.5,0.4618894,3.508111797,3.508111797,1,1.3499355,0.6290415
3,3,1,289,2,3,1.1,0.9739122,5.916666164,5.916666164,2,1.4310359,0.8767195
3,5,1,290,2,3,1.7,1.558016,5.846852994,5.846852994,1,0.9655506,0.6826061
5,2,2,291,2,3,0.8,0.8539684,2.00712864,3.036872898,2,1.0016389,0.3994816
3,1,2,292,2,3,0.5,0.7579138,5.061454831,4.625122518,1,0.971153,0.8297323
5,5,2,293,2,3,1.7,1.5340209,3.94444411,4.677482395,1,1.1605424,0.593208
1,1,2,294,2,3,0.5,0.6540391,0.13962634,5.270894341,1,0.6877856,0.6307209
5,5,1,295,2,3,1.7,1.3099811,2.338741198,2.338741198,2,1.1317378,0.5372693
1,1,1,296,2,3,0.5,0.4459788,3.787364477,3.787364477,1,0.8184559,0.8750688
5,4,2,297,2,3,1.4,1.3178737,2.42600766,3.508111797,1,1.006664,0.4906489
5,1,2,298,2,3,0.5,0.5019677,0.523598776,1.029744259,2,0.8743056,0.4189929
1,4,2,299,2,3,1.4,1.6539851,0.244346095,0.523598776,1,1.4975248,0.6160829
3,2,1,300,2,3,0.8,0.7420482,1.570796327,1.570796327,1,0.9504517,0.5663661
1,1,1,301,1,3,0.5,0.693892,3.089232776,3.089232776,1,0.6604918,0.678649
3,4,1,302,1,3,1.4,1.3579952,0.994837674,0.994837674,1,0.8648924,0.5867481
1,4,1,303,1,3,1.4,1.2941185,0.366519143,0.366519143,2,0.6096368,0.5430302
5,2,2,304,1,3,0.8,0.7019174,0.802851456,4.188790205,2,0.843614,0.5538905
5,4,2,305,1,3,1.4,1.4380688,4.799655443,2.443460953,2,1.2650657,0.9066955
1,3,1,306,1,3,1.1,0.9340088,2.687807048,2.687807048,1,0.7335795,0.7070175
3,5,2,307,1,3,1.7,1.3501037,3.368485456,4.904375198,2,0.7965523,0.9649169
5,1,2,308,1,3,0.5,0.3979858,5.113814708,5.288347634,1,1.0396195,0.5535563
3,4,2,309,1,3,1.4,1.1259979,4.869468613,2.49582083,2,0.6919546,0.8467293
3,1,2,310,1,3,0.5,0.533944,1.535889742,5.567600314,2,0.7589724,0.5168345
3,1,1,311,1,3,0.5,0.405963,6.126105675,6.126105675,1,0.9346157,0.6612973
3,2,1,312,1,3,0.8,0.5574657,3.735004599,3.735004599,1,0.8805097,0.5784738
1,1,2,313,1,3,0.5,0.5499575,1.658062789,6.143558967,2,0.5914347,1.4179504
5,5,1,314,1,3,1.7,1.6139685,4.694935688,4.694935688,2,0.9046712,0.5805639
1,5,2,315,1,3,1.7,1.4619508,1.274090354,4.555309348,1,0.4790687,0.5055944
1,4,2,316,1,3,1.4,1.6060573,0.20943951,4.031710572,2,0.7653626,0.48474
1,5,1,317,1,3,1.7,1.6139797,2.199114858,2.199114858,1,0.5994055,0.6037929
3,2,2,318,1,3,0.8,0.6860652,0.191986218,5.044001538,2,1.0210853,0.8879318
3,3,2,319,1,3,1.1,0.9420538,5.724679947,2.862339973,2,1.2530991,0.8650426
1,3,2,320,1,3,1.1,1.1020507,6.108652382,5.585053606,1,0.6243795,0.583816
5,3,1,321,1,3,1.1,1.2218591,1.151917306,1.151917306,1,1.0128362,0.660136
1,2,2,322,1,3,0.8,0.9100542,4.852015321,1.588249619,2,0.8644506,0.7091862
5,1,1,323,1,3,0.5,0.5658627,1.274090354,1.274090354,1,0.827351,0.5062032
5,3,2,324,1,3,1.1,1.0539402,3.892084232,4.241150082,1,0.8712116,0.4471988
3,5,1,325,1,3,1.7,1.4059322,4.276056667,4.276056667,1,0.6876661,0.5454562
5,5,2,326,1,3,1.7,1.6780248,5.550147021,5.881759579,2,1.1186504,0.4890542
5,4,1,327,1,3,1.4,1.2540932,2.042035225,2.042035225,2,2.1552414,0.4347345
1,2,1,328,1,3,0.8,0.9259737,4.485496178,4.485496178,1,0.6498109,0.4780237
5,2,1,329,1,3,0.8,0.6299711,0.191986218,0.191986218,1,1.7815927,0.5445494
3,3,1,330,1,3,1.1,1.1018207,4.921828491,4.921828491,2,1.8975612,0.4351403
5,3,2,331,2,3,1.1,1.2381987,0.506145483,3.089232776,2,0.810453,0.4913008
1,1,2,332,2,3,0.5,0.4538755,2.111848395,0.052359878,2,0.5204552,0.4064871
1,4,2,333,2,3,1.4,1.5579203,3.159045946,0.593411946,2,0.7962318,0.3564955
3,2,1,334,2,3,0.8,0.877868,1.675516082,1.675516082,1,0.6746843,0.4932498
5,5,2,335,2,3,1.7,1.2458935,4.677482395,2.338741198,2,0.8456104,0.6364186
5,4,2,336,2,3,1.4,1.3817794,4.15388362,3.071779484,2,0.8958016,0.452733
1,2,2,337,2,3,0.8,1.0859878,5.811946409,4.36332313,2,0.7606949,0.5247989
1,4,1,338,2,3,1.4,1.3819702,2.07694181,2.07694181,1,0.7762348,0.4031295
3,4,1,339,2,3,1.4,1.0539186,2.094395102,2.094395102,1,0.6734001,0.4659722
1,5,2,340,2,3,1.7,1.7180805,1.745329252,0.471238898,2,0.6199681,0.3710613
5,5,1,341,2,3,1.7,1.9178445,0.191986218,0.191986218,1,1.0777301,0.4560838
1,1,1,342,2,3,0.5,0.5979518,3.438298626,3.438298626,1,0.6866527,0.527294
3,4,2,343,2,3,1.4,1.1659745,3.019419606,5.934119457,2,0.7397419,0.3475871
1,2,1,344,2,3,0.8,0.7259373,1.047197551,1.047197551,1,0.7895363,0.8147876
3,1,1,345,2,3,0.5,0.5898086,4.276056667,4.276056667,1,1.0550274,0.6105644
3,5,2,346,2,3,1.7,1.5500627,5.951572749,2.00712864,1,1.5398325,0.5056702
1,3,1,347,2,3,1.1,1.0381298,0.820304748,0.820304748,1,0.8205019,1.0349184
3,1,2,348,2,3,0.5,0.5181142,1.431169987,4.188790205,2,0.7420152,0.4483657
3,3,2,349,2,3,1.1,0.9579607,6.16101226,4.118977035,2,0.6868599,0.50917
5,2,2,350,2,3,0.8,0.6779251,1.8675023,1.972222055,1,1.3350321,0.9642446
1,3,2,351,2,3,1.1,0.9579308,0.802851456,0.13962634,1,0.4706112,0.7587856
5,1,2,352,2,3,0.5,0.693969,2.460914245,2.862339973,1,1.8469624,0.4563792
5,1,1,353,2,3,0.5,0.3979351,5.654866776,5.654866776,1,0.86943,0.626112
1,5,1,354,2,3,1.7,1.5739554,4.485496178,4.485496178,1,0.5307146,0.4554905
5,3,1,355,2,3,1.1,1.1739263,3.961897402,3.961897402,2,1.6968146,0.3619663
3,2,2,356,2,3,0.8,0.8620138,5.899212872,4.974188368,1,0.791281,0.4139359
5,2,1,357,2,3,0.8,0.6299884,5.515240436,5.515240436,1,1.8677093,0.5922918
3,3,1,358,2,3,1.1,0.950136,3.961897402,3.961897402,1,1.0905386,0.4378024
3,5,1,359,2,3,1.7,1.7659239,2.687807048,2.687807048,1,1.0193804,0.5558233
5,4,1,360,2,3,1.4,1.614013,5.532693729,5.532693729,1,0.5939418,0.5313822
3,4,1,361,2,3,1.4,1.525608,2.775073511,2.775073511,1,0.8297267,0.6861058
1,1,1,362,2,3,0.5,0.6694162,2.792526803,2.792526803,1,0.7067142,0.5486566
1,4,1,363,2,3,1.4,1.1652267,2.443460953,2.443460953,1,0.5628461,0.6188558
1,3,2,364,2,3,1.1,1.2139774,5.235987756,3.246312409,2,0.7170235,0.5928434
1,4,2,365,2,3,1.4,1.437899,2.530727415,3.630284844,2,0.6355335,0.5927946
5,5,2,366,2,3,1.7,1.7419682,2.548180708,5.410520681,2,0.7672492,0.5498683
3,3,2,367,2,3,1.1,1.1018826,1.692969374,4.450589593,2,0.8442927,0.6115766
3,1,1,368,2,3,0.5,0.6140197,3.700098014,3.700098014,1,0.982844,0.503271
3,3,1,369,2,3,1.1,1.245895,5.393067389,5.393067389,1,0.7184586,0.803986
3,1,2,370,2,3,0.5,0.5259469,5.934119457,5.201081171,1,1.008442,0.5358396
5,5,1,371,2,3,1.7,1.5820647,0.471238898,0.471238898,2,0.7525716,0.6368646
1,3,1,372,2,3,1.1,1.2778611,1.710422667,1.710422667,1,0.4287052,0.6955408
5,1,1,373,2,3,0.5,0.5740345,3.979350695,3.979350695,1,0.8188338,1.0641453
5,2,2,374,2,3,0.8,0.7578579,4.29350996,2.373647783,2,0.9279597,0.6188271
5,4,1,375,2,3,1.4,1.0698434,1.605702912,1.605702912,1,1.0600994,0.6277484
1,5,1,376,2,3,1.7,1.6780163,2.844886681,2.844886681,1,0.5660674,0.4466648
5,4,2,377,2,3,1.4,1.3260333,2.234021443,2.879793266,1,0.8316529,0.8001107
5,1,2,378,2,3,0.5,0.5740251,5.096361416,3.001966313,2,0.9740625,0.658832
3,2,1,379,2,3,0.8,0.846,3.019419606,3.019419606,1,0.9146561,0.5836767
5,2,1,380,2,3,0.8,0.9499729,3.228859116,3.228859116,1,0.8760607,0.6226991
3,4,2,381,2,3,1.4,1.2780186,3.333578871,3.94444411,2,0.9750218,0.7058214
1,2,2,382,2,3,0.8,0.7739886,5.358160804,5.410520681,1,0.5684711,0.5367285
3,5,1,383,2,3,1.7,1.573995,2.35619449,2.35619449,1,0.9153477,0.6144359
3,2,2,384,2,3,0.8,0.8942936,0.575958653,0.34906585,1,0.5838539,0.7987785
5,3,2,385,2,3,1.1,1.0540302,2.513274123,4.206243497,2,0.9086325,0.8691979
1,1,2,386,2,3,0.5,0.5659669,4.380776423,1.256637061,2,0.5609892,0.6368814
5,3,1,387,2,3,1.1,1.1339558,5.323254219,5.323254219,1,1.8387228,0.5913039
3,5,2,388,2,3,1.7,1.5581422,6.23082543,3.036872898,2,0.9341471,0.4498505
1,5,2,389,2,3,1.7,1.7099069,2.949606436,6.143558967,2,0.5898253,0.5976246
1,2,1,390,2,3,0.8,0.7660711,0.017453293,0.017453293,1,0.6335299,1.0706771
3,1,1,391,2,3,0.5,0.6620081,4.974188368,4.974188368,1,0.8949867,0.6299859
3,2,2,392,2,3,0.8,0.6057898,3.717551307,2.862339973,1,0.9473659,0.7161483
1,3,1,393,2,3,1.1,1.0218696,3.106686069,3.106686069,1,0.6159209,1.1461722
5,2,2,394,2,3,0.8,0.9499365,0.191986218,2.042035225,2,0.8242661,0.7519079
5,4,2,395,2,3,1.4,1.4298755,4.415683008,5.724679947,2,0.8635701,0.6960606
5,1,2,396,2,3,0.5,0.6299796,3.839724354,3.333578871,2,0.9349322,0.5538241
3,1,2,397,2,3,0.5,0.5502792,6.178465552,4.869468613,2,0.8248935,0.486123
3,3,1,398,2,3,1.1,1.0059656,3.490658504,3.490658504,2,5.549356,0.6845645
1,1,1,399,2,3,0.5,0.6059583,4.921828491,4.921828491,1,0.5636594,0.7246638
1,5,1,400,2,3,1.7,1.5901041,3.036872898,3.036872898,1,1.311898,0.5700312
5,3,1,401,2,3,1.1,1.3659973,5.044001538,5.044001538,1,0.6972188,0.520315
3,2,1,402,2,3,0.8,0.7339713,2.059488517,2.059488517,1,3.2776393,1.1817534
5,3,2,403,2,3,1.1,1.1740565,6.265732015,4.36332313,2,0.8109421,0.4479963
1,2,1,404,2,3,0.8,0.8380621,1.117010721,1.117010721,1,0.4798277,0.554904
5,5,1,405,2,3,1.7,1.1419554,0.20943951,0.20943951,1,0.9324492,0.6975122
3,5,1,406,2,3,1.7,1.7098627,3.438298626,3.438298626,1,0.9505358,0.7399802
1,3,2,407,2,3,1.1,1.1977423,2.914699851,1.396263402,2,0.8389687,0.8694494
1,4,2,408,2,3,1.4,1.2299183,1.361356817,0.087266463,2,0.6481931,0.6221442
3,4,2,409,2,3,1.4,1.286064,2.14675498,0.942477796,2,0.6960228,0.7988625
1,4,1,410,2,3,1.4,1.5899039,2.42600766,2.42600766,1,0.4887984,0.629159
3,4,1,411,2,3,1.4,1.2138956,1.884955592,1.884955592,1,1.110454,0.6859673
5,1,1,412,2,3,0.5,0.5818455,0.157079633,0.157079633,1,1.064511,0.6868233
5,5,2,413,2,3,1.7,1.4459293,0.052359878,4.520402763,2,0.7032111,0.554715
1,5,2,414,2,3,1.7,2.0700129,0.017453293,5.026548246,2,0.7217866,0.5919684
1,2,2,415,2,3,0.8,0.8619856,6.283185307,3.298672286,2,0.7349523,0.6217966
5,2,1,416,2,3,0.8,0.7819019,2.042035225,2.042035225,2,0.9452578,0.5462323
3,5,2,417,2,3,1.7,1.5259548,4.22369679,5.794493117,2,0.7512659,0.6163429
5,4,1,418,2,3,1.4,1.2615197,1.134464014,1.134464014,2,0.7720965,0.5943175
1,1,2,419,2,3,0.5,0.6299122,2.722713633,3.909537524,2,0.6323808,0.9141462
3,3,2,420,2,3,1.1,1.142137,4.834562028,3.228859116,2,0.7981825,0.5076732
1,2,2,421,1,3,0.8,0.7659369,6.213372137,5.305800926,1,0.5591788,0.7425355
5,3,1,422,1,3,1.1,0.9500494,2.059488517,2.059488517,1,0.8708854,0.7172563
1,1,1,423,1,3,0.5,0.6457736,0.401425728,0.401425728,1,2.737473,1.0411512
1,2,1,424,1,3,0.8,0.7018751,4.904375198,4.904375198,1,0.8038215,0.628797
3,2,1,425,1,3,0.8,1.1339567,2.827433388,2.827433388,1,1.4941411,0.7323763
3,1,2,426,1,3,0.5,0.5498148,5.829399702,2.21656815,2,1.4859643,0.5829285
5,4,1,427,1,3,1.4,1.3100376,5.794493117,5.794493117,1,2.8671806,0.7953779
3,3,1,428,1,3,1.1,1.0699859,2.21656815,2.21656815,1,0.8230756,0.5975441
1,4,2,429,1,3,1.4,1.2378182,3.961897402,3.141592654,2,0.5456227,0.5908952
1,3,1,430,1,3,1.1,1.2299445,3.804817769,3.804817769,1,0.9314836,0.6006949
3,2,2,431,1,3,0.8,0.941923,6.056292504,5.532693729,1,4.3493228,0.5987981
5,3,2,432,1,3,1.1,1.0618464,5.794493117,5.393067389,1,0.8823599,0.4925453
1,3,2,433,1,3,1.1,1.2939273,1.431169987,6.073745797,2,0.5563443,0.5957674
1,1,2,434,1,3,0.5,0.5100718,4.258603375,0.052359878,2,0.45862,0.5869481
1,5,1,435,1,3,1.7,1.6139851,0.890117919,0.890117919,1,0.7087442,0.4928406
1,4,1,436,1,3,1.4,1.5819019,2.42600766,2.42600766,1,0.4359029,0.6572629
5,2,2,437,1,3,0.8,0.7819646,2.321287905,5.480333851,2,0.6094646,0.5551473
3,3,2,438,1,3,1.1,1.1580577,2.705260341,2.932153143,1,0.9492221,0.5658351
3,5,1,439,1,3,1.7,1.7819342,0.890117919,0.890117919,1,0.9010359,0.4918363
1,5,2,440,1,3,1.7,1.4937744,2.111848395,2.548180708,1,0.5504699,0.5979123
5,2,1,441,1,3,0.8,0.7978784,3.036872898,3.036872898,1,0.9680807,0.5210816
5,1,2,442,1,3,0.5,0.6059598,0.13962634,1.134464014,2,1.0574883,0.6061534
5,1,1,443,1,3,0.5,0.5419741,1.954768762,1.954768762,1,3.098903,0.5799175
5,5,1,444,1,3,1.7,1.4780384,4.694935688,4.694935688,1,0.8502673,0.4690506
5,5,2,445,1,3,1.7,1.790006,3.822271062,5.881759579,2,0.9019506,0.4930591
3,1,1,446,1,3,0.5,0.4539721,4.171336912,4.171336912,1,0.8997178,0.5186348
3,5,2,447,1,3,1.7,1.5020917,0.488692191,4.677482395,2,1.023351,0.7321722
5,4,2,448,1,3,1.4,1.1979849,0.593411946,1.902408885,2,1.3907096,1.1191633
3,4,1,449,1,3,1.4,1.30198,4.328416545,4.328416545,1,0.8939367,0.6477772
3,4,2,450,1,3,1.4,1.4540713,1.832595715,1.134464014,2,0.9440159,0.5230354
5,2,2,451,2,3,0.8,1.0301257,2.199114858,2.862339973,2,0.8048947,0.593497
5,2,1,452,2,3,0.8,1.0139885,5.916666164,5.916666164,1,0.9496911,0.5029689
5,1,1,453,2,3,0.5,0.5338023,3.892084232,3.892084232,1,0.6165465,0.460309
1,5,1,454,2,3,1.7,1.4700543,3.665191429,3.665191429,1,0.5168969,0.4366894
3,5,2,455,2,3,1.7,1.2699562,5.689773362,3.874630939,2,0.6963072,0.7487928
3,4,1,456,2,3,1.4,1.3498929,2.879793266,2.879793266,1,0.8451517,0.565437
1,5,2,457,2,3,1.7,1.5418201,2.757620218,4.625122518,2,0.5709256,0.5044268
3,3,2,458,2,3,1.1,1.2858201,3.717551307,3.700098014,1,1.7201647,0.4413172
3,4,2,459,2,3,1.4,1.2618824,4.08407045,0.13962634,2,0.8499538,0.5085318
1,4,1,460,2,3,1.4,1.5260713,4.468042885,4.468042885,1,1.2175504,0.5606057
5,3,2,461,2,3,1.1,1.2620394,4.031710572,3.874630939,1,0.9747281,0.6216105
5,5,2,462,2,3,1.7,1.3418107,1.117010721,3.857177647,2,1.1032698,0.5005486
3,2,1,463,2,3,0.8,0.8138875,2.042035225,2.042035225,1,0.965775,0.452058
5,4,1,464,2,3,1.4,1.3500967,0.855211333,0.855211333,1,1.0853636,0.4237511
1,3,1,465,2,3,1.1,1.2139191,5.934119457,5.934119457,1,0.524774,0.5427513
5,4,2,466,2,3,1.4,1.4379352,4.921828491,4.15388362,2,0.8474184,0.7044649
1,1,2,467,2,3,0.5,0.6618496,3.769911184,1.047197551,2,0.5247601,0.578031
3,5,1,468,2,3,1.7,1.4780631,4.537856055,4.537856055,1,0.9773646,0.7084429
